customer_id,category_id,category_name,total_spending,product_id,product_name
FRANK,6,Meat/Poultry,54,Tourtière,307.3124921321869
FRANK,6,Meat/Poultry,55,Pâté chinois,614.400022125244
FRANK,5,Grains/Cereals,23,Tunnbröd,863.9999847412109
FRANK,5,Grains/Cereals,64,Wimmers gute Semmelknödel,748.125
FRANK,4,Dairy Products,31,Gorgonzola Telino,447.99999833106995
FRANK,4,Dairy Products,59,Raclette Courdavault,3937.9999816417694
FRANK,4,Dairy Products,60,Camembert Pierrot,1774.79999807477
FRANK,4,Dairy Products,69,Gudbrandsdalsost,854.9999993294477
FRANK,4,Dairy Products,71,Flotemysost,2257.5000448152423
FRANK,4,Dairy Products,72,Mozzarella di Giovanni,1278.7999649047852
FRANK,3,Confections,16,Pavlova,471.1500198192894
FRANK,3,Confections,19,Teatime Chocolate Biscuits,561.1999878168106
FRANK,3,Confections,21,Sir Rodney's Scones,1128.9999993890524
FRANK,3,Confections,26,Gumbär Gummibärchen,597.5999908447266
FRANK,3,Confections,62,Tarte au sucre,554.6249914169312
FRANK,2,Condiments,77,Original Frankfurter grüne Soße,195.0
FRANK,1,Beverages,2,Chang,291.8399952507019
FRANK,1,Beverages,24,Guaraná Fantástica,148.5
FRANK,1,Beverages,35,Steeleye Stout,485.9999991953373
FRANK,1,Beverages,67,Laughing Lumberjack Lager,350.0
FRANK,1,Beverages,75,Rhönbräu Klosterbier,573.5
FRANK,1,Beverages,76,Lakkalikööri,183.5999938488007
FRANR,7,Produce,51,Manjimup Dried Apples,159.0
FRANR,6,Meat/Poultry,29,Thüringer Rostbratwurst,1733.0600128173828
FRANR,3,Confections,16,Pavlova,174.50000762939453
FRANR,3,Confections,62,Tarte au sucre,492.99999237060547
FRANR,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,252.59999084472656
FRANR,1,Beverages,76,Lakkalikööri,360.0
FRANS,8,Seafood,18,Carnarvon Tigers,500.0
FRANS,8,Seafood,40,Boston Crab Meat,18.399999618530273
FRANS,8,Seafood,45,Rogede sild,38.0
FRANS,7,Produce,51,Manjimup Dried Apples,530.0
FRANS,7,Produce,74,Longlife Tofu,50.0
FRANS,4,Dairy Products,60,Camembert Pierrot,136.0
FRANS,3,Confections,19,Teatime Chocolate Biscuits,45.999999046325684
FRANS,3,Confections,26,Gumbär Gummibärchen,49.79999923706055
FRANS,3,Confections,47,Zaanse koeken,47.5
FRANS,2,Condiments,77,Original Frankfurter grüne Soße,130.0
FURIB,8,Seafood,10,Ikura,632.3999955654144
FURIB,6,Meat/Poultry,54,Tourtière,100.30000091791152
FURIB,5,Grains/Cereals,56,Gnocchi di nonna Alice,1117.199985408783
FURIB,4,Dairy Products,59,Raclette Courdavault,396.0
FURIB,4,Dairy Products,60,Camembert Pierrot,601.8000148534775
FURIB,3,Confections,16,Pavlova,593.300021779537
FURIB,3,Confections,48,Chocolade,68.84999988600612
FURIB,3,Confections,68,Scottish Longbreads,100.0
FURIB,2,Condiments,4,Chef Anton's Cajun Seasoning,225.28000404357908
FURIB,2,Condiments,44,Gula Malacca,975.6250291317701
FURIB,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,940.3874578729273
FURIB,2,Condiments,77,Original Frankfurter grüne Soße,61.87999729633333
FURIB,1,Beverages,24,Guaraná Fantástica,35.999999046325684
FURIB,1,Beverages,35,Steeleye Stout,305.9999978542328
FURIB,1,Beverages,43,Ipoh Coffee,110.39999771118164
FURIB,1,Beverages,76,Lakkalikööri,161.9999997317791
GALED,8,Seafood,10,Ikura,155.0
GALED,5,Grains/Cereals,56,Gnocchi di nonna Alice,151.99999809265137
GALED,5,Grains/Cereals,64,Wimmers gute Semmelknödel,186.2000026702881
GALED,3,Confections,25,NuNuCa Nuß-Nougat-Creme,70.0
GALED,3,Confections,47,Zaanse koeken,47.5
GALED,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,83.99999618530273
GALED,2,Condiments,77,Original Frankfurter grüne Soße,51.99999809265137
GALED,1,Beverages,76,Lakkalikööri,90.0
GODOS,8,Seafood,10,Ikura,310.0
GODOS,8,Seafood,36,Inlagd Sill,256.5
GODOS,8,Seafood,40,Boston Crab Meat,529.1999922573566
GODOS,7,Produce,51,Manjimup Dried Apples,2120.0
GODOS,6,Meat/Poultry,17,Alice Mutton,748.7999995350838
GODOS,6,Meat/Poultry,29,Thüringer Rostbratwurst,2475.800018310547
GODOS,6,Meat/Poultry,55,Pâté chinois,323.99999982118607
GODOS,5,Grains/Cereals,64,Wimmers gute Semmelknödel,773.0624996284023
GODOS,4,Dairy Products,60,Camembert Pierrot,306.0
GODOS,3,Confections,19,Teatime Chocolate Biscuits,91.99999809265137
GODOS,3,Confections,21,Sir Rodney's Scones,53.99999991059303
GODOS,3,Confections,50,Valkoinen suklaa,146.25
GODOS,3,Confections,62,Tarte au sucre,936.6999847695231
GODOS,3,Confections,68,Scottish Longbreads,359.9999997764826
GODOS,2,Condiments,61,Sirop d'érable,256.4999995753169
GODOS,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,873.5474630996213
GODOS,1,Beverages,1,Chai,180.0
GODOS,1,Beverages,2,Chang,380.0
GODOS,1,Beverages,24,Guaraná Fantástica,54.0
GODOS,1,Beverages,67,Laughing Lumberjack Lager,210.0
GODOS,1,Beverages,70,Outback Lager,60.0
GOURL,8,Seafood,10,Ikura,620.0
GOURL,8,Seafood,30,Nord-Ost Matjeshering,427.1849899291992
GOURL,8,Seafood,41,Jack's New England Clam Chowder,38.599998474121094
GOURL,7,Produce,7,Uncle Bob's Organic Dried Pears,76.4999994635582
GOURL,7,Produce,51,Manjimup Dried Apples,1484.0
GOURL,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,503.999999165535
GOURL,5,Grains/Cereals,56,Gnocchi di nonna Alice,645.999995470047
GOURL,4,Dairy Products,12,Queso Manchego La Pastora,121.5999995470047
GOURL,4,Dairy Products,31,Gorgonzola Telino,140.0
GOURL,4,Dairy Products,59,Raclette Courdavault,880.0
GOURL,4,Dairy Products,60,Camembert Pierrot,340.0
GOURL,3,Confections,47,Zaanse koeken,142.5
GOURL,2,Condiments,6,Grandma's Boysenberry Spread,750.0
GOURL,2,Condiments,8,Northwoods Cranberry Sauce,1600.0
GOURL,1,Beverages,2,Chang,151.99999943375587
GOURL,1,Beverages,75,Rhönbräu Klosterbier,131.749999076128
GOURL,1,Beverages,76,Lakkalikööri,360.0
GREAL,8,Seafood,36,Inlagd Sill,455.9999983012676
GREAL,7,Produce,14,Tofu,62.7749998960644
GREAL,6,Meat/Poultry,29,Thüringer Rostbratwurst,185.68500137329102
GREAL,5,Grains/Cereals,56,Gnocchi di nonna Alice,532.0
GREAL,5,Grains/Cereals,64,Wimmers gute Semmelknödel,931.0
GREAL,4,Dairy Products,11,Queso Cabrales,63.0
GREAL,4,Dairy Products,33,Geitost,15.999999940395355
GREAL,4,Dairy Products,59,Raclette Courdavault,1402.4999901652336
GREAL,4,Dairy Products,60,Camembert Pierrot,510.0
GREAL,4,Dairy Products,71,Flotemysost,306.3749997597188
GREAL,4,Dairy Products,72,Mozzarella di Giovanni,313.1999931335449
GREAL,3,Confections,19,Teatime Chocolate Biscuits,248.39999443888667
GREAL,3,Confections,21,Sir Rodney's Scones,307.99999982118607
GREAL,3,Confections,47,Zaanse koeken,51.29999991506338
GREAL,3,Confections,62,Tarte au sucre,936.6999847695231
GREAL,2,Condiments,44,Gula Malacca,490.14001841455695
GREAL,1,Beverages,1,Chai,144.0
GREAL,1,Beverages,35,Steeleye Stout,72.0
GREAL,1,Beverages,38,Côte de Blaye,11264.624991165474
GREAL,1,Beverages,70,Outback Lager,213.74999983236194
GROSR,8,Seafood,10,Ikura,310.0
GROSR,6,Meat/Poultry,29,Thüringer Rostbratwurst,990.0
GROSR,4,Dairy Products,72,Mozzarella di Giovanni,111.19999694824219
GROSR,1,Beverages,75,Rhönbräu Klosterbier,77.5
HANAR,8,Seafood,10,Ikura,2170.0
HANAR,8,Seafood,13,Konbu,240.0
HANAR,8,Seafood,18,Carnarvon Tigers,1250.0
HANAR,8,Seafood,36,Inlagd Sill,688.7499971687794
HANAR,8,Seafood,41,Jack's New England Clam Chowder,76.99999809265137
HANAR,7,Produce,51,Manjimup Dried Apples,1261.4000365495679
HANAR,6,Meat/Poultry,17,Alice Mutton,585.0
HANAR,5,Grains/Cereals,52,Filo Mix,71.39999949932098
HANAR,5,Grains/Cereals,56,Gnocchi di nonna Alice,570.0
HANAR,4,Dairy Products,11,Queso Cabrales,236.25
HANAR,4,Dairy Products,31,Gorgonzola Telino,762.5
HANAR,4,Dairy Products,69,Gudbrandsdalsost,1080.0
HANAR,4,Dairy Products,71,Flotemysost,174.14999971166253
HANAR,3,Confections,19,Teatime Chocolate Biscuits,321.9999933242798
HANAR,3,Confections,49,Maxilaku,640.0
HANAR,3,Confections,68,Scottish Longbreads,250.0
HANAR,2,Condiments,61,Sirop d'érable,227.9999991506338
HANAR,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,1338.2699469003082
HANAR,2,Condiments,77,Original Frankfurter grüne Soße,812.5
HANAR,1,Beverages,24,Guaraná Fantástica,299.2499997653067
HANAR,1,Beverages,38,Côte de Blaye,18076.099998429418
HANAR,1,Beverages,39,Chartreuse verte,604.7999839782715
HANAR,1,Beverages,43,Ipoh Coffee,1103.9999958872795
HILAA,8,Seafood,13,Konbu,403.1999999284744
HILAA,8,Seafood,30,Nord-Ost Matjeshering,776.6999816894531
HILAA,8,Seafood,40,Boston Crab Meat,1195.9999752044678
HILAA,8,Seafood,41,Jack's New England Clam Chowder,521.0999794006348
HILAA,8,Seafood,46,Spegesild,241.92000921249388
HILAA,8,Seafood,58,Escargots de Bourgogne,135.14999905228615
HILAA,7,Produce,28,Rössle Sauerkraut,911.9999694824219
HILAA,7,Produce,51,Manjimup Dried Apples,2120.0000381469727
HILAA,7,Produce,74,Longlife Tofu,128.0
HILAA,6,Meat/Poultry,53,Perth Pasties,1650.6000453323124
HILAA,6,Meat/Poultry,55,Pâté chinois,36.48000142097473
HILAA,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,420.0
HILAA,5,Grains/Cereals,57,Ravioli Angelo,390.0
HILAA,5,Grains/Cereals,64,Wimmers gute Semmelknödel,1196.9999965317547
HILAA,4,Dairy Products,11,Queso Cabrales,83.99999618530273
HILAA,4,Dairy Products,31,Gorgonzola Telino,250.0
HILAA,4,Dairy Products,32,Mascarpone Fabioli,128.0
HILAA,4,Dairy Products,59,Raclette Courdavault,4565.0
HILAA,4,Dairy Products,69,Gudbrandsdalsost,1569.5999913215637
HILAA,4,Dairy Products,71,Flotemysost,645.0
HILAA,3,Confections,25,NuNuCa Nuß-Nougat-Creme,210.0
HILAA,3,Confections,26,Gumbär Gummibärchen,524.6639903550447
HILAA,3,Confections,27,Schoggi Schokolade,877.4999618530273
HILAA,3,Confections,68,Scottish Longbreads,300.0
HILAA,2,Condiments,44,Gula Malacca,194.50000762939453
HILAA,2,Condiments,77,Original Frankfurter grüne Soße,155.9999942779541
HILAA,1,Beverages,1,Chai,305.9999978542328
HILAA,1,Beverages,2,Chang,950.0
HILAA,1,Beverages,24,Guaraná Fantástica,164.25
HILAA,1,Beverages,35,Steeleye Stout,720.0
HILAA,1,Beverages,39,Chartreuse verte,86.39999771118164
HILAA,1,Beverages,70,Outback Lager,144.0
HILAA,1,Beverages,75,Rhönbräu Klosterbier,765.6999931335449
HUNGC,8,Seafood,13,Konbu,48.00000190734863
HUNGC,8,Seafood,73,Röd Kaviar,450.0
HUNGC,7,Produce,14,Tofu,279.0000057220459
HUNGC,6,Meat/Poultry,17,Alice Mutton,62.400001525878906
HUNGC,6,Meat/Poultry,54,Tourtière,88.80000019073486
HUNGC,4,Dairy Products,33,Geitost,40.0
HUNGC,3,Confections,20,Sir Rodney's Marmalade,1701.0
HUNGC,3,Confections,62,Tarte au sucre,394.00001525878906
HUNGO,8,Seafood,10,Ikura,418.5
HUNGO,8,Seafood,18,Carnarvon Tigers,1856.2499969266355
HUNGO,8,Seafood,30,Nord-Ost Matjeshering,1267.3799898317457
HUNGO,8,Seafood,36,Inlagd Sill,541.4999942779541
HUNGO,8,Seafood,40,Boston Crab Meat,662.3999851703644
HUNGO,8,Seafood,41,Jack's New England Clam Chowder,955.3499606527389
HUNGO,8,Seafood,58,Escargots de Bourgogne,1197.8000199519097
HUNGO,7,Produce,14,Tofu,1627.5
HUNGO,7,Produce,51,Manjimup Dried Apples,1787.1600525283811
HUNGO,6,Meat/Poultry,9,Mishi Kobe Niku,3637.5
HUNGO,6,Meat/Poultry,29,Thüringer Rostbratwurst,16711.65012359619
HUNGO,6,Meat/Poultry,53,Perth Pasties,565.0800107043981
HUNGO,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,302.3999996185303
HUNGO,5,Grains/Cereals,56,Gnocchi di nonna Alice,1140.0
HUNGO,4,Dairy Products,11,Queso Cabrales,630.0
HUNGO,4,Dairy Products,31,Gorgonzola Telino,799.9999970197678
HUNGO,4,Dairy Products,32,Mascarpone Fabioli,1130.879999704361
HUNGO,4,Dairy Products,59,Raclette Courdavault,4713.499979674816
HUNGO,4,Dairy Products,60,Camembert Pierrot,146.8800038766861
HUNGO,4,Dairy Products,71,Flotemysost,1588.850027680397
HUNGO,3,Confections,16,Pavlova,565.3800237831473
HUNGO,3,Confections,50,Valkoinen suklaa,520.0
HUNGO,3,Confections,62,Tarte au sucre,591.0000228881836
HUNGO,2,Condiments,4,Chef Anton's Cajun Seasoning,352.00000762939453
HUNGO,2,Condiments,6,Grandma's Boysenberry Spread,600.0
HUNGO,2,Condiments,63,Vegie-spread,921.3749599456787
HUNGO,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,1262.9999542236328
HUNGO,2,Condiments,77,Original Frankfurter grüne Soße,341.25
HUNGO,1,Beverages,1,Chai,202.5
HUNGO,1,Beverages,2,Chang,693.1199909853935
HUNGO,1,Beverages,34,Sasquatch Ale,420.0
HUNGO,1,Beverages,39,Chartreuse verte,43.19999983906746
HUNGO,1,Beverages,43,Ipoh Coffee,735.9999847412109
HUNGO,1,Beverages,70,Outback Lager,360.0
HUNGO,1,Beverages,75,Rhönbräu Klosterbier,155.0
HUNGO,1,Beverages,76,Lakkalikööri,535.4999962449074
ISLAT,8,Seafood,13,Konbu,60.0
ISLAT,8,Seafood,41,Jack's New England Clam Chowder,153.99999618530273
ISLAT,6,Meat/Poultry,53,Perth Pasties,65.5999984741211
ISLAT,5,Grains/Cereals,23,Tunnbröd,135.0
ISLAT,5,Grains/Cereals,56,Gnocchi di nonna Alice,570.0
ISLAT,4,Dairy Products,33,Geitost,24.0
ISLAT,4,Dairy Products,59,Raclette Courdavault,330.0
ISLAT,4,Dairy Products,60,Camembert Pierrot,714.0
ISLAT,4,Dairy Products,71,Flotemysost,528.9000091552734
ISLAT,4,Dairy Products,72,Mozzarella di Giovanni,347.99999237060547
ISLAT,3,Confections,19,Teatime Chocolate Biscuits,45.999999046325684
ISLAT,3,Confections,62,Tarte au sucre,98.5999984741211
ISLAT,2,Condiments,8,Northwoods Cranberry Sauce,800.0
ISLAT,2,Condiments,61,Sirop d'érable,855.0
ISLAT,1,Beverages,2,Chang,190.0
ISLAT,1,Beverages,34,Sasquatch Ale,156.7999973297119
ISLAT,1,Beverages,35,Steeleye Stout,143.99999618530273
ISLAT,1,Beverages,70,Outback Lager,660.0
ISLAT,1,Beverages,76,Lakkalikööri,266.39999771118164
KOENE,8,Seafood,13,Konbu,159.60000157356262
KOENE,8,Seafood,30,Nord-Ost Matjeshering,1071.749984741211
KOENE,8,Seafood,36,Inlagd Sill,1140.0
KOENE,8,Seafood,40,Boston Crab Meat,938.3999739646913
KOENE,7,Produce,14,Tofu,167.40000343322754
KOENE,6,Meat/Poultry,29,Thüringer Rostbratwurst,2970.9600219726562
KOENE,6,Meat/Poultry,54,Tourtière,169.85999551802874
KOENE,6,Meat/Poultry,55,Pâté chinois,1113.5999997854233
KOENE,4,Dairy Products,11,Queso Cabrales,299.2499997653067
KOENE,4,Dairy Products,12,Queso Manchego La Pastora,1368.0
KOENE,4,Dairy Products,31,Gorgonzola Telino,40.0
KOENE,4,Dairy Products,59,Raclette Courdavault,4279.0
KOENE,4,Dairy Products,72,Mozzarella di Giovanni,1111.9999694824219
KOENE,3,Confections,16,Pavlova,349.00001525878906
KOENE,3,Confections,21,Sir Rodney's Scones,271.99999809265137
KOENE,3,Confections,25,NuNuCa Nuß-Nougat-Creme,271.5999988615513
KOENE,3,Confections,26,Gumbär Gummibärchen,1539.6389666358234
KOENE,3,Confections,49,Maxilaku,285.59999799728394
KOENE,3,Confections,62,Tarte au sucre,2033.624961182475
KOENE,2,Condiments,3,Aniseed Syrup,490.0
KOENE,2,Condiments,6,Grandma's Boysenberry Spread,120.0
KOENE,2,Condiments,8,Northwoods Cranberry Sauce,1200.0
KOENE,2,Condiments,15,Genen Shouyu,61.99999809265137
KOENE,1,Beverages,24,Guaraná Fantástica,121.4999994635582
KOENE,1,Beverages,38,Côte de Blaye,7905.0
KOENE,1,Beverages,39,Chartreuse verte,57.599998474121094
KOENE,1,Beverages,43,Ipoh Coffee,551.9999885559082
KOENE,1,Beverages,70,Outback Lager,188.99999968707561
KOENE,1,Beverages,76,Lakkalikööri,630.0
LACOR,8,Seafood,41,Jack's New England Clam Chowder,57.89999771118164
LACOR,7,Produce,7,Uncle Bob's Organic Dried Pears,150.0
LACOR,6,Meat/Poultry,17,Alice Mutton,234.0
LACOR,5,Grains/Cereals,52,Filo Mix,35.0
LACOR,4,Dairy Products,33,Geitost,17.5
LACOR,3,Confections,20,Sir Rodney's Marmalade,405.0
LACOR,3,Confections,26,Gumbär Gummibärchen,156.14999771118164
LACOR,3,Confections,27,Schoggi Schokolade,439.00001525878906
LACOR,1,Beverages,70,Outback Lager,60.0
LACOR,1,Beverages,75,Rhönbräu Klosterbier,77.5
LACOR,1,Beverages,76,Lakkalikööri,360.0
LAMAI,8,Seafood,13,Konbu,14.39999994635582
LAMAI,8,Seafood,36,Inlagd Sill,661.0099949622154
LAMAI,8,Seafood,46,Spegesild,76.8000027656555
LAMAI,7,Produce,28,Rössle Sauerkraut,346.55998813152314
LAMAI,6,Meat/Poultry,29,Thüringer Rostbratwurst,2352.0100155504047
LAMAI,6,Meat/Poultry,55,Pâté chinois,144.0000057220459
LAMAI,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,111.99999958276749
LAMAI,5,Grains/Cereals,64,Wimmers gute Semmelknödel,99.75
LAMAI,4,Dairy Products,33,Geitost,31.99999988079071
LAMAI,4,Dairy Products,69,Gudbrandsdalsost,725.7599795722962
LAMAI,3,Confections,16,Pavlova,222.39999306797984
LAMAI,3,Confections,25,NuNuCa Nuß-Nougat-Creme,111.99999958276749
LAMAI,3,Confections,50,Valkoinen suklaa,175.49999970942736
LAMAI,3,Confections,62,Tarte au sucre,1576.0000610351562
LAMAI,2,Condiments,15,Genen Shouyu,176.6999998614192
LAMAI,2,Condiments,44,Gula Malacca,248.9600088381767
LAMAI,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,226.79998932480814
LAMAI,2,Condiments,66,Louisiana Hot Spiced Okra,122.40000323057174
LAMAI,1,Beverages,1,Chai,345.59999084472656
LAMAI,1,Beverages,2,Chang,270.74999978765845
LAMAI,1,Beverages,24,Guaraná Fantástica,70.19999893307686
LAMAI,1,Beverages,34,Sasquatch Ale,106.39999810457229
LAMAI,1,Beverages,43,Ipoh Coffee,367.99999862909317
LAMAI,1,Beverages,67,Laughing Lumberjack Lager,268.79999899864197
LAMAI,1,Beverages,75,Rhönbräu Klosterbier,55.7999999076128
LAMAI,1,Beverages,76,Lakkalikööri,417.59998893737793
LAUGB,8,Seafood,13,Konbu,42.0
LAUGB,8,Seafood,41,Jack's New England Clam Chowder,153.99999618530273
LAUGB,5,Grains/Cereals,23,Tunnbröd,71.99999809265137
LAUGB,5,Grains/Cereals,52,Filo Mix,35.0
LAUGB,3,Confections,25,NuNuCa Nuß-Nougat-Creme,70.0
LAUGB,2,Condiments,77,Original Frankfurter grüne Soße,51.99999809265137
LAUGB,1,Beverages,24,Guaraná Fantástica,22.5
LAUGB,1,Beverages,70,Outback Lager,75.0
LAZYK,8,Seafood,40,Boston Crab Meat,146.99999809265137
LAZYK,4,Dairy Products,11,Queso Cabrales,210.0
LEHMS,8,Seafood,30,Nord-Ost Matjeshering,1042.0724736008422
LEHMS,8,Seafood,40,Boston Crab Meat,515.199987399578
LEHMS,6,Meat/Poultry,17,Alice Mutton,351.00000858306885
LEHMS,6,Meat/Poultry,29,Thüringer Rostbratwurst,2228.220016479492
LEHMS,6,Meat/Poultry,54,Tourtière,59.5999982520938
LEHMS,5,Grains/Cereals,52,Filo Mix,56.0
LEHMS,5,Grains/Cereals,56,Gnocchi di nonna Alice,425.5999946594238
LEHMS,5,Grains/Cereals,64,Wimmers gute Semmelknödel,2327.5000190734863
LEHMS,4,Dairy Products,11,Queso Cabrales,525.0
LEHMS,4,Dairy Products,12,Queso Manchego La Pastora,427.5
LEHMS,4,Dairy Products,31,Gorgonzola Telino,500.0
LEHMS,4,Dairy Products,33,Geitost,75.0
LEHMS,4,Dairy Products,59,Raclette Courdavault,1375.0
LEHMS,4,Dairy Products,60,Camembert Pierrot,1300.5000114440918
LEHMS,4,Dairy Products,69,Gudbrandsdalsost,575.9999978542328
LEHMS,4,Dairy Products,72,Mozzarella di Giovanni,694.9999809265137
LEHMS,3,Confections,16,Pavlova,444.97501633465276
LEHMS,3,Confections,20,Sir Rodney's Marmalade,1360.799994930625
LEHMS,3,Confections,26,Gumbär Gummibärchen,148.34249770928176
LEHMS,3,Confections,27,Schoggi Schokolade,394.8749828338623
LEHMS,3,Confections,68,Scottish Longbreads,37.99999997019768
LEHMS,2,Condiments,6,Grandma's Boysenberry Spread,500.0
LEHMS,2,Condiments,8,Northwoods Cranberry Sauce,960.0
LEHMS,2,Condiments,15,Genen Shouyu,368.12499971129
LEHMS,2,Condiments,44,Gula Malacca,325.5
LEHMS,2,Condiments,77,Original Frankfurter grüne Soße,259.99999046325684
LEHMS,1,Beverages,1,Chai,1187.9999935626984
LEHMS,1,Beverages,2,Chang,322.9999977350235
LEHMS,1,Beverages,67,Laughing Lumberjack Lager,41.99999928474426
LEHMS,1,Beverages,75,Rhönbräu Klosterbier,155.0
LEHMS,1,Beverages,76,Lakkalikööri,273.5999940633774
LETSS,8,Seafood,18,Carnarvon Tigers,562.5
LETSS,8,Seafood,30,Nord-Ost Matjeshering,58.252498626708984
LETSS,6,Meat/Poultry,54,Tourtière,223.4999942779541
LETSS,5,Grains/Cereals,56,Gnocchi di nonna Alice,758.0999994054437
LETSS,3,Confections,21,Sir Rodney's Scones,379.9999997019768
LETSS,2,Condiments,15,Genen Shouyu,155.0
LETSS,2,Condiments,61,Sirop d'érable,512.9999991506338
LETSS,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,239.96999111428858
LETSS,2,Condiments,77,Original Frankfurter grüne Soße,23.39999996125698
LETSS,1,Beverages,75,Rhönbräu Klosterbier,162.75
LILAS,8,Seafood,10,Ikura,595.1999794721604
LILAS,8,Seafood,13,Konbu,56.999999955296516
LILAS,8,Seafood,30,Nord-Ost Matjeshering,512.3700141906738
LILAS,8,Seafood,46,Spegesild,180.0
LILAS,7,Produce,7,Uncle Bob's Organic Dried Pears,427.4999996647239
LILAS,7,Produce,28,Rössle Sauerkraut,911.9999694824219
LILAS,7,Produce,74,Longlife Tofu,112.0
LILAS,6,Meat/Poultry,54,Tourtière,111.74999713897705
LILAS,6,Meat/Poultry,55,Pâté chinois,864.0000343322754
LILAS,5,Grains/Cereals,23,Tunnbröd,535.4999962449074
LILAS,5,Grains/Cereals,52,Filo Mix,105.0
LILAS,5,Grains/Cereals,57,Ravioli Angelo,292.5
LILAS,4,Dairy Products,11,Queso Cabrales,579.5999902188778
LILAS,4,Dairy Products,12,Queso Manchego La Pastora,968.9999932050705
LILAS,4,Dairy Products,32,Mascarpone Fabioli,1600.0
LILAS,4,Dairy Products,59,Raclette Courdavault,1979.9999967217445
LILAS,4,Dairy Products,60,Camembert Pierrot,1126.0800309371948
LILAS,4,Dairy Products,69,Gudbrandsdalsost,431.9999885559082
LILAS,4,Dairy Products,72,Mozzarella di Giovanni,674.1499773561956
LILAS,3,Confections,16,Pavlova,416.9999885559082
LILAS,3,Confections,19,Teatime Chocolate Biscuits,131.40000343322754
LILAS,3,Confections,21,Sir Rodney's Scones,240.0
LILAS,3,Confections,26,Gumbär Gummibärchen,1456.6499702632427
LILAS,3,Confections,49,Maxilaku,500.0
LILAS,2,Condiments,15,Genen Shouyu,247.99999237060547
LILAS,2,Condiments,77,Original Frankfurter grüne Soße,370.49999970942736
LILAS,1,Beverages,39,Chartreuse verte,122.39999914169312
LILAS,1,Beverages,70,Outback Lager,525.0
LINOD,8,Seafood,18,Carnarvon Tigers,1171.875
LINOD,8,Seafood,36,Inlagd Sill,712.5
LINOD,8,Seafood,40,Boston Crab Meat,919.9999809265137
LINOD,8,Seafood,41,Jack's New England Clam Chowder,243.17998998433353
LINOD,8,Seafood,45,Rogede sild,475.0
LINOD,8,Seafood,58,Escargots de Bourgogne,298.125
LINOD,7,Produce,28,Rössle Sauerkraut,911.9999694824219
LINOD,6,Meat/Poultry,55,Pâté chinois,518.4000197410583
LINOD,5,Grains/Cereals,23,Tunnbröd,162.0
LINOD,5,Grains/Cereals,57,Ravioli Angelo,546.0
LINOD,4,Dairy Products,31,Gorgonzola Telino,265.62499813735485
LINOD,4,Dairy Products,60,Camembert Pierrot,693.599995136261
LINOD,4,Dairy Products,72,Mozzarella di Giovanni,2087.999954223633
LINOD,3,Confections,16,Pavlova,834.1100335562228
LINOD,3,Confections,19,Teatime Chocolate Biscuits,186.29999613761902
LINOD,3,Confections,21,Sir Rodney's Scones,300.0
LINOD,3,Confections,25,NuNuCa Nuß-Nougat-Creme,403.1999997496605
LINOD,3,Confections,49,Maxilaku,1200.0
LINOD,3,Confections,50,Valkoinen suklaa,650.0
LINOD,2,Condiments,3,Aniseed Syrup,543.9999997615814
LINOD,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,442.0499839782715
LINOD,1,Beverages,1,Chai,954.0
LINOD,1,Beverages,2,Chang,273.59999611377714
LINOD,1,Beverages,35,Steeleye Stout,553.5
LINOD,1,Beverages,39,Chartreuse verte,143.9999994635582
LINOD,1,Beverages,70,Outback Lager,985.4999989271164
LONEP,8,Seafood,18,Carnarvon Tigers,625.0
LONEP,7,Produce,28,Rössle Sauerkraut,319.19998931884766
LONEP,7,Produce,51,Manjimup Dried Apples,1060.0
LONEP,6,Meat/Poultry,53,Perth Pasties,98.39999771118164
LONEP,5,Grains/Cereals,56,Gnocchi di nonna Alice,190.0
LONEP,4,Dairy Products,12,Queso Manchego La Pastora,760.0
LONEP,4,Dairy Products,59,Raclette Courdavault,55.0
LONEP,3,Confections,62,Tarte au sucre,394.00001525878906
LONEP,3,Confections,68,Scottish Longbreads,155.0
LONEP,1,Beverages,1,Chai,287.99999237060547
LONEP,1,Beverages,24,Guaraná Fantástica,36.0
LONEP,1,Beverages,67,Laughing Lumberjack Lager,98.0
LONEP,1,Beverages,76,Lakkalikööri,180.0
MAGAA,8,Seafood,36,Inlagd Sill,570.0
MAGAA,8,Seafood,40,Boston Crab Meat,55.19999885559082
MAGAA,8,Seafood,41,Jack's New England Clam Chowder,192.99999237060547
MAGAA,5,Grains/Cereals,22,Gustaf's Knäckebröd,840.0
MAGAA,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,425.59999241828916
MAGAA,4,Dairy Products,32,Mascarpone Fabioli,640.0
